"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 8min. 42sec.","4/18/2011 19:21","4/18/2011 19:30","8th & H St NW (31228)","7th & T St NW (31109)","W00351","Registered"
"0h 5min. 50sec.","5/5/2011 13:44","5/5/2011 13:50","Massachusetts Ave & Dupont Circle NW (31200)","16th & U St NW (31229)","W00456","Registered"
"0h 4min. 16sec.","4/18/2011 22:19","4/18/2011 22:24","Adams Mill & Columbia Rd NW (31104)","Calvert St & Woodley Pl NW (31106)","W00388","Registered"
"0h 24min. 46sec.","5/16/2011 18:35","5/16/2011 19:00","New York Ave & 15th St NW (31222)","18th & Bell St (31007)","W00261","Registered"
"0h 33min. 24sec.","4/20/2011 20:12","4/20/2011 20:46","Convention Center / 7th & M St NW (31223)","Florida Ave & R St NW (31503)","W01032","Casual"
"1h 7min. 51sec.","4/24/2011 15:37","4/24/2011 16:45","10th St & Constitution Ave NW (31219)","27th & Crystal Dr (31009)","W00492","Casual"
"0h 2min. 31sec.","5/20/2011 17:14","5/20/2011 17:16","12th & Hayes St (31001)","18th & Hayes St (31004)","W00820","Registered"
"0h 5min. 8sec.","4/23/2011 16:17","4/23/2011 16:22","5th & F St NW (31620)","5th St & K St NW (31600)","W00852","Registered"
"0h 15min. 40sec.","6/27/2011 6:59","6/27/2011 7:15","M St & New Jersey Ave SE (31208)","McPherson Square - 14th & H St NW (31216)","W00318","Registered"
"0h 4min. 54sec.","6/22/2011 12:02","6/22/2011 12:07","3rd & D St SE (31605)","8th & Eye St SE / Barracks Row (31608)","W00471","Registered"
"0h 6min. 43sec.","5/14/2011 18:39","5/14/2011 18:46","14th & R St NW (31202)","20th St & Florida Ave NW (31110)","W00724","Registered"
"0h 19min. 3sec.","6/14/2011 13:01","6/14/2011 13:20","US Dept of State / Virginia Ave & 21st St NW (31220)","New York Ave & 15th St NW (31222)","W00504","Casual"
"0h 15min. 34sec.","6/20/2011 6:30","6/20/2011 6:46","North Capitol St & F St NW (31624)","19th St & Constitution Ave NW (31235)","W00534","Registered"
"0h 13min. 2sec.","6/8/2011 17:15","6/8/2011 17:28","20th & E St NW (31204)","37th & O St NW / Georgetown University (31236)","W01070","Registered"
"0h 7min. 27sec.","5/2/2011 15:13","5/2/2011 15:21","14th & G St NW (31238)","20th & E St NW (31204)","W00359","Registered"
"0h 14min. 18sec.","6/10/2011 23:56","6/11/2011 0:11","Massachusetts Ave & Dupont Circle NW (31200)","21st & I St NW (31205)","W00883","Registered"
"0h 15min. 49sec.","4/29/2011 18:59","4/29/2011 19:15","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","17th & Corcoran St NW (31214)","W00217","Registered"
"0h 11min. 36sec.","6/6/2011 8:54","6/6/2011 9:06","19th & L St NW (31224)","C & O Canal & Wisconsin Ave NW (31225)","W00469","Registered"
"0h 4min. 50sec.","5/27/2011 16:45","5/27/2011 16:50","C & O Canal & Wisconsin Ave NW (31225)","25th St & Pennsylvania Ave NW (31237)","W00239","Registered"
"0h 20min. 13sec.","6/2/2011 12:58","6/2/2011 13:18","1st & N ST SE (31209)","M St & New Jersey Ave SE (31208)","W00701","Casual"
"0h 5min. 46sec.","5/6/2011 6:57","5/6/2011 7:02","18th & Bell St (31007)","27th & Crystal Dr (31009)","W00761","Registered"
"0h 10min. 52sec.","6/28/2011 8:49","6/28/2011 9:00","Eckington Pl & Q St NE (31505)","14th & Rhode Island Ave NW (31203)","W00198","Registered"
"0h 18min. 12sec.","5/10/2011 17:40","5/10/2011 17:58","US Dept of State / Virginia Ave & 21st St NW (31220)","4th & M St SW (31108)","W00898","Registered"
"0h 36min. 6sec.","4/7/2011 18:21","4/7/2011 18:57","10th St & Constitution Ave NW (31219)","10th St & Constitution Ave NW (31219)","W00021","Casual"
"0h 17min. 4sec.","4/18/2011 8:15","4/18/2011 8:32","15th & P St NW (31201)","25th St & Pennsylvania Ave NW (31237)","W00516","Casual"
"0h 11min. 35sec.","4/19/2011 13:59","4/19/2011 14:11","Columbus Circle / Union Station (31623)","13th & H St NE (31611)","W01048","Registered"
"0h 24min. 16sec.","6/29/2011 18:36","6/29/2011 19:00","19th St & Constitution Ave NW (31235)","15th & Crystal Dr (31003)","W00802","Registered"
"0h 14min. 26sec.","5/22/2011 17:42","5/22/2011 17:56","20th & Crystal Dr (31002)","26th & Crystal Dr (31012)","W00072","Casual"
"0h 13min. 22sec.","4/3/2011 14:01","4/3/2011 14:14","20th & E St NW (31204)","8th & H St NW (31228)","W01041","Casual"
"0h 6min. 13sec.","5/4/2011 13:31","5/4/2011 13:37","21st & M St NW (31212)","Georgetown Harbor / 30th St NW (31215)","W00011","Registered"
"0h 9min. 29sec.","6/18/2011 17:29","6/18/2011 17:38","12th & Army Navy Dr (31008)","23rd & Eads (31013)","W00535","Registered"
"0h 7min. 3sec.","6/29/2011 21:20","6/29/2011 21:27","Lamont & Mt Pleasant NW (31107)","14th St & Spring Rd NW (31401)","W00741","Registered"
"0h 3min. 34sec.","6/23/2011 17:41","6/23/2011 17:44","23rd & Crystal Dr (31011)","18th & Bell St (31007)","W01027","Registered"
"0h 10min. 46sec.","4/6/2011 19:33","4/6/2011 19:44","New York Ave & 15th St NW (31222)","15th & P St NW (31201)","W01039","Registered"
"0h 19min. 45sec.","5/10/2011 8:27","5/10/2011 8:47","Calvert St & Woodley Pl NW (31106)","17th & K St NW [formerly 17th & L St NW] (31213)","W00463","Casual"
"0h 16min. 46sec.","6/23/2011 22:17","6/23/2011 22:34","C & O Canal & Wisconsin Ave NW (31225)","New York Ave & 15th St NW (31222)","W00066","Registered"
"0h 20min. 48sec.","6/7/2011 22:06","6/7/2011 22:26","Massachusetts Ave & Dupont Circle NW (31200)","4th & M St SW (31108)","W00117","Registered"
"0h 9min. 40sec.","6/10/2011 9:18","6/10/2011 9:27","7th & T St NW (31109)","Adams Mill & Columbia Rd NW (31104)","W00448","Registered"
"0h 10min. 47sec.","5/10/2011 7:23","5/10/2011 7:34","14th & R St NW (31202)","5th & F St NW (31620)","W00134","Registered"
"0h 11min. 17sec.","5/20/2011 16:50","5/20/2011 17:01","L'Enfant Plaza / 7th & C St SW (31218)","Columbus Circle / Union Station (31623)","W00369","Registered"
"0h 9min. 50sec.","5/20/2011 6:50","5/20/2011 7:00","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Columbus Circle / Union Station (31623)","W00511","Registered"
"0h 20min. 11sec.","6/15/2011 16:26","6/15/2011 16:46","Lynn & 19th St North (31014)","17th & Corcoran St NW (31214)","W01081","Registered"
"0h 4min. 51sec.","6/5/2011 11:22","6/5/2011 11:27","7th & F St NW / National Portrait Gallery (31232)","5th St & K St NW (31600)","W00363","Registered"
"1h 1min. 43sec.","6/24/2011 17:35","6/24/2011 18:37","S Joyce & Army Navy Dr (31006)","Georgetown Harbor / 30th St NW (31215)","W00014","Registered"
"0h 2min. 57sec.","6/18/2011 0:30","6/18/2011 0:33","14th & D St SE (31607)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00884","Casual"
"0h 19min. 53sec.","5/2/2011 21:53","5/2/2011 22:13","Georgia & New Hampshire Ave NW (31400)","Massachusetts Ave & Dupont Circle NW (31200)","W00975","Registered"
"0h 6min. 23sec.","6/6/2011 18:30","6/6/2011 18:36","Columbus Circle / Union Station (31623)","4th & East Capitol St NE (31618)","W01121","Registered"
"0h 4min. 23sec.","4/3/2011 17:11","4/3/2011 17:15","27th & Crystal Dr (31009)","18th & Bell St (31007)","W00266","Registered"
"0h 16min. 1sec.","6/16/2011 8:42","6/16/2011 8:58","Lincoln Park / 13th & East Capitol St NE  (31619)","8th & H St NW (31228)","W00520","Registered"
"0h 8min. 47sec.","5/10/2011 21:26","5/10/2011 21:35","8th & H St NW (31228)","14th & R St NW (31202)","W00700","Registered"
"0h 12min. 9sec.","6/27/2011 19:04","6/27/2011 19:17","25th St & Pennsylvania Ave NW (31237)","16th & U St NW (31229)","W00267","Registered"
"0h 7min. 3sec.","4/29/2011 15:46","4/29/2011 15:53","Adams Mill & Columbia Rd NW (31104)","20th St & Florida Ave NW (31110)","W00718","Registered"
"0h 10min. 10sec.","4/14/2011 8:08","4/14/2011 8:18","Calvert St & Woodley Pl NW (31106)","19th & L St NW (31224)","W00803","Registered"
"0h 7min. 36sec.","6/26/2011 18:19","6/26/2011 18:26","17th & Corcoran St NW (31214)","21st & M St NW (31212)","W00970","Registered"
"1h 37min. 4sec.","4/17/2011 10:28","4/17/2011 12:05","17th & K St NW [formerly 17th & L St NW] (31213)","USDA / 12th & Independence Ave SW (31217)","W00916","Casual"
"0h 8min. 48sec.","5/21/2011 10:14","5/21/2011 10:23","14th & Harvard St NW (31105)","Georgia Ave and Fairmont St NW (31207)","W00482","Registered"
"0h 13min. 27sec.","6/26/2011 12:29","6/26/2011 12:42","14th & V St NW (31101)","21st & I St NW (31205)","W00710","Registered"
"0h 28min. 46sec.","5/28/2011 18:13","5/28/2011 18:42","20th St & Florida Ave NW (31110)","Calvert St & Woodley Pl NW (31106)","W00155","Casual"
"0h 5min. 19sec.","5/15/2011 19:28","5/15/2011 19:33","Lincoln Park / 13th & East Capitol St NE  (31619)","13th & H St NE (31611)","W00667","Casual"
"0h 13min. 6sec.","4/19/2011 10:27","4/19/2011 10:40","20th St & Florida Ave NW (31110)","8th & H St NW (31228)","W00156","Registered"
"0h 4min. 1sec.","6/11/2011 11:03","6/11/2011 11:07","Clarendon Blvd & Pierce St (31016)","Clarendon Blvd & Pierce St (31016)","W00417","Registered"
"0h 7min. 10sec.","6/7/2011 23:04","6/7/2011 23:11","C & O Canal & Wisconsin Ave NW (31225)","37th & O St NW / Georgetown University (31236)","W00217","Registered"
"0h 21min. 35sec.","6/17/2011 11:46","6/17/2011 12:08","10th St & Constitution Ave NW (31219)","20th & E St NW (31204)","W00849","Registered"
"13h 8min. 31sec.","6/26/2011 21:20","6/27/2011 10:29","Georgetown Harbor / 30th St NW (31215)","25th St & Pennsylvania Ave NW (31237)","W01087","Registered"
"0h 11min. 55sec.","6/27/2011 8:35","6/27/2011 8:47","Eckington Pl & Q St NE (31505)","5th & F St NW (31620)","W00915","Registered"
"0h 4min. 15sec.","6/24/2011 20:39","6/24/2011 20:43","S Glebe & Potomac Ave (31010)","27th & Crystal Dr (31009)","W00141","Registered"
"0h 11min. 23sec.","5/6/2011 18:49","5/6/2011 19:00","16th & Harvard St NW (31103)","14th & Rhode Island Ave NW (31203)","W00806","Registered"
"0h 17min. 12sec.","4/30/2011 16:48","4/30/2011 17:05","19th St & Constitution Ave NW (31235)","New York Ave & 15th St NW (31222)","W00968","Casual"
"0h 36min. 13sec.","5/21/2011 22:21","5/21/2011 22:57","New York Ave & 15th St NW (31222)","20th & E St NW (31204)","W00579","Casual"
"0h 19min. 40sec.","5/29/2011 22:59","5/29/2011 23:19","US Dept of State / Virginia Ave & 21st St NW (31220)","16th & U St NW (31229)","W01115","Casual"
"0h 6min. 10sec.","4/17/2011 18:19","4/17/2011 18:25","Columbus Circle / Union Station (31623)","13th & H St NE (31611)","W00444","Registered"
"0h 4min. 23sec.","6/19/2011 12:26","6/19/2011 12:30","Lincoln Park / 13th & East Capitol St NE  (31619)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00615","Registered"
"1h 6min. 49sec.","6/30/2011 22:09","6/30/2011 23:16","Calvert St & Woodley Pl NW (31106)","17th & Corcoran St NW (31214)","W00634","Registered"
"0h 16min. 5sec.","4/13/2011 19:59","4/13/2011 20:16","17th & K St NW [formerly 17th & L St NW] (31213)","Park Rd & Holmead Pl NW (31602)","W00153","Registered"
"0h 2min. 44sec.","5/23/2011 23:10","5/23/2011 23:12","North Capitol St & F St NW (31624)","Columbus Circle / Union Station (31623)","W00127","Registered"
"0h 21min. 0sec.","5/10/2011 19:05","5/10/2011 19:26","Columbus Circle / Union Station (31623)","19th & E Street NW (31206)","W00959","Registered"
"0h 0min. 7sec.","6/13/2011 15:29","6/13/2011 15:29","Metro Center / 12th & G St NW (31230)","Metro Center / 12th & G St NW (31230)","W00843","Registered"
"0h 6min. 50sec.","6/15/2011 6:57","6/15/2011 7:04","20th St & Florida Ave NW (31110)","17th & K St NW [formerly 17th & L St NW] (31213)","W00904","Registered"
"0h 8min. 37sec.","5/19/2011 8:11","5/19/2011 8:19","13th & D St NE (31622)","Columbus Circle / Union Station (31623)","W00072","Casual"
"0h 33min. 19sec.","4/11/2011 17:22","4/11/2011 17:55","16th & Harvard St NW (31103)","10th St & Constitution Ave NW (31219)","W00173","Registered"
"0h 8min. 9sec.","5/18/2011 23:51","5/18/2011 23:59","3rd & H St NE (31616)","5th & F St NW (31620)","W01092","Registered"
"0h 5min. 28sec.","6/21/2011 19:48","6/21/2011 19:54","16th & U St NW (31229)","Massachusetts Ave & Dupont Circle NW (31200)","W00937","Registered"
"0h 11min. 41sec.","4/4/2011 18:48","4/4/2011 19:00","17th & K St NW [formerly 17th & L St NW] (31213)","1st & M St NE (31603)","W00206","Registered"
"0h 16min. 28sec.","6/13/2011 17:17","6/13/2011 17:33","North Capitol St & F St NW (31624)","14th & Rhode Island Ave NW (31203)","W00526","Registered"
"0h 14min. 47sec.","5/28/2011 14:14","5/28/2011 14:29","C & O Canal & Wisconsin Ave NW (31225)","21st & I St NW (31205)","W00363","Casual"
"0h 24min. 20sec.","4/14/2011 19:35","4/14/2011 19:59","25th St & Pennsylvania Ave NW (31237)","4th & M St SW (31108)","W00909","Registered"
"0h 4min. 14sec.","6/18/2011 12:34","6/18/2011 12:38","7th & T St NW (31109)","14th & R St NW (31202)","W01088","Registered"
"0h 6min. 15sec.","6/22/2011 16:14","6/22/2011 16:20","14th & Harvard St NW (31105)","Adams Mill & Columbia Rd NW (31104)","W00555","Registered"
"0h 16min. 49sec.","6/5/2011 15:04","6/5/2011 15:21","1st & N ST SE (31209)","4th & M St SW (31108)","W00997","Registered"
"0h 12min. 24sec.","5/12/2011 17:38","5/12/2011 17:50","Adams Mill & Columbia Rd NW (31104)","New York Ave & 15th St NW (31222)","W00464","Registered"
"0h 30min. 51sec.","4/2/2011 13:33","4/2/2011 14:03","14th St Heights / 14th & Crittenden St NW (31402)","USDA / 12th & Independence Ave SW (31217)","W00280","Registered"
"0h 4min. 11sec.","6/11/2011 9:11","6/11/2011 9:15","14th & V St NW (31101)","15th & P St NW (31201)","W00436","Registered"
"0h 21min. 50sec.","6/10/2011 17:07","6/10/2011 17:28","USDA / 12th & Independence Ave SW (31217)","Potomac & Pennsylvania Ave SE (31606)","W00707","Registered"
"0h 14min. 48sec.","6/10/2011 10:36","6/10/2011 10:50","7th & Water St SW / SW Waterfront (31609)","19th St & Constitution Ave NW (31235)","W00528","Casual"
"0h 10min. 3sec.","6/16/2011 6:27","6/16/2011 6:37","Columbus Circle / Union Station (31623)","13th St & New York Ave NW (31227)","W00615","Registered"
"0h 7min. 44sec.","6/8/2011 17:05","6/8/2011 17:13","Lamont & Mt Pleasant NW (31107)","14th & V St NW (31101)","W00858","Registered"
"0h 9min. 56sec.","6/18/2011 23:46","6/18/2011 23:56","14th St & Spring Rd NW (31401)","14th St Heights / 14th & Crittenden St NW (31402)","W01052","Casual"
"0h 24min. 11sec.","5/8/2011 17:12","5/8/2011 17:36","10th St & Constitution Ave NW (31219)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00773","Registered"
"0h 30min. 24sec.","4/17/2011 14:42","4/17/2011 15:12","USDA / 12th & Independence Ave SW (31217)","Adams Mill & Columbia Rd NW (31104)","W00662","Casual"
"0h 16min. 6sec.","6/22/2011 17:38","6/22/2011 17:55","13th St & New York Ave NW (31227)","3rd & D St SE (31605)","W00942","Registered"
"1h 16min. 35sec.","4/3/2011 12:03","4/3/2011 13:20","23rd & Eads (31013)","23rd & Eads (31013)","W00624","Casual"
"1h 18min. 23sec.","4/20/2011 17:47","4/20/2011 19:05","Georgetown Harbor / 30th St NW (31215)","Clarendon Blvd & Pierce St (31016)","W00773","Casual"
"0h 4min. 54sec.","6/3/2011 19:15","6/3/2011 19:20","20th & E St NW (31204)","19th & L St NW (31224)","W00211","Registered"
"0h 16min. 20sec.","6/25/2011 12:39","6/25/2011 12:55","3rd & H St NE (31616)","10th St & Constitution Ave NW (31219)","W00279","Registered"
"0h 7min. 50sec.","6/2/2011 14:02","6/2/2011 14:09","25th St & Pennsylvania Ave NW (31237)","Massachusetts Ave & Dupont Circle NW (31200)","W00401","Casual"
"0h 5min. 26sec.","4/6/2011 8:06","4/6/2011 8:11","Massachusetts Ave & Dupont Circle NW (31200)","21st & I St NW (31205)","W00331","Registered"
"0h 11min. 59sec.","6/15/2011 17:53","6/15/2011 18:05","Massachusetts Ave & Dupont Circle NW (31200)","13th St & New York Ave NW (31227)","W00736","Registered"
"0h 3min. 43sec.","4/19/2011 17:22","4/19/2011 17:25","19th & E Street NW (31206)","19th St & Pennsylvania Ave NW (31100)","W00850","Registered"
"0h 6min. 36sec.","5/12/2011 18:14","5/12/2011 18:21","4th & East Capitol St NE (31618)","Columbus Circle / Union Station (31623)","W00393","Registered"
"0h 13min. 10sec.","6/21/2011 16:48","6/21/2011 17:01","Metro Center / 12th & G St NW (31230)","Columbus Circle / Union Station (31623)","W00841","Registered"
"0h 31min. 3sec.","6/11/2011 20:35","6/11/2011 21:06","17th & K St NW [formerly 17th & L St NW] (31213)","Florida Ave & R St NW (31503)","W00063","Casual"
"0h 10min. 52sec.","5/23/2011 15:01","5/23/2011 15:12","36th & Calvert St NW / Glover Park (31304)","Massachusetts Ave & Dupont Circle NW (31200)","W00752","Registered"
"0h 5min. 13sec.","5/12/2011 19:30","5/12/2011 19:35","Park Rd & Holmead Pl NW (31602)","Georgia & New Hampshire Ave NW (31400)","W00302","Registered"
"0h 0min. 5sec.","6/28/2011 10:58","6/28/2011 10:58","4th & D St NW / Judiciary Square (31621)","4th & D St NW / Judiciary Square (31621)","W00039","Registered"
"1h 8min. 27sec.","6/28/2011 10:55","6/28/2011 12:03","Massachusetts Ave & Dupont Circle NW (31200)","C & O Canal & Wisconsin Ave NW (31225)","W00244","Casual"
"1h 3min. 52sec.","6/17/2011 14:17","6/17/2011 15:21","12th & Hayes St (31001)","21st & I St NW (31205)","W00988","Casual"
"0h 10min. 49sec.","6/8/2011 8:15","6/8/2011 8:26","4th & East Capitol St NE (31618)","5th & F St NW (31620)","W00478","Registered"
"0h 5min. 0sec.","6/18/2011 9:31","6/18/2011 9:36","16th & Harvard St NW (31103)","14th & V St NW (31101)","W00439","Registered"
"0h 24min. 15sec.","4/24/2011 19:07","4/24/2011 19:31","8th & H St NW (31228)","S Joyce & Army Navy Dr (31006)","W00136","Registered"
"0h 3min. 56sec.","6/3/2011 19:34","6/3/2011 19:38","20th St & Florida Ave NW (31110)","Massachusetts Ave & Dupont Circle NW (31200)","W00150","Registered"
"0h 4min. 46sec.","5/8/2011 19:43","5/8/2011 19:48","16th & U St NW (31229)","10th & U St NW (31111)","W00708","Registered"
"0h 12min. 3sec.","6/6/2011 16:38","6/6/2011 16:50","14th & V St NW (31101)","17th & K St NW [formerly 17th & L St NW] (31213)","W00346","Registered"
"0h 11min. 58sec.","4/28/2011 7:20","4/28/2011 7:32","21st & I St NW (31205)","5th & F St NW (31620)","W00656","Registered"
"0h 15min. 37sec.","5/5/2011 23:07","5/5/2011 23:22","15th & P St NW (31201)","Columbus Circle / Union Station (31623)","W00061","Registered"
"0h 7min. 14sec.","4/11/2011 9:10","4/11/2011 9:17","Massachusetts Ave & Dupont Circle NW (31200)","14th & Rhode Island Ave NW (31203)","W00772","Registered"
"0h 12min. 41sec.","5/27/2011 13:55","5/27/2011 14:07","20th St & Florida Ave NW (31110)","New York Ave & 15th St NW (31222)","W00512","Registered"
"0h 12min. 27sec.","5/13/2011 12:25","5/13/2011 12:37","16th & U St NW (31229)","19th St & Pennsylvania Ave NW (31100)","W00508","Registered"
"0h 25min. 17sec.","5/19/2011 8:49","5/19/2011 9:14","20th St & Florida Ave NW (31110)","7th & F St NW / National Portrait Gallery (31232)","W00959","Registered"
"0h 14min. 9sec.","5/31/2011 19:38","5/31/2011 19:52","Massachusetts Ave & Dupont Circle NW (31200)","Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015)","W00969","Registered"
"0h 4min. 1sec.","6/10/2011 9:07","6/10/2011 9:11","21st & M St NW (31212)","21st & I St NW (31205)","W00819","Registered"
"0h 23min. 25sec.","6/28/2011 20:28","6/28/2011 20:51","Massachusetts Ave & Dupont Circle NW (31200)","Connecticut Ave & Newark St NW / Cleveland Park (31305)","W00686","Registered"
"0h 5min. 20sec.","6/25/2011 11:14","6/25/2011 11:19","34th St & Wisconsin Ave NW (31226)","C & O Canal & Wisconsin Ave NW (31225)","W00572","Casual"
"0h 4min. 44sec.","5/2/2011 21:37","5/2/2011 21:41","Convention Center / 7th & M St NW (31223)","14th & Rhode Island Ave NW (31203)","W00184","Registered"
"2h 24min. 53sec.","6/18/2011 14:14","6/18/2011 16:39","4th & East Capitol St NE (31618)","4th & East Capitol St NE (31618)","W00714","Casual"
"0h 13min. 16sec.","5/2/2011 1:11","5/2/2011 1:24","Convention Center / 7th & M St NW (31223)","McPherson Square - 14th & H St NW (31216)","W01070","Registered"
"0h 12min. 3sec.","4/26/2011 19:11","4/26/2011 19:23","14th & Rhode Island Ave NW (31203)","Park Rd & Holmead Pl NW (31602)","W00599","Registered"
"0h 9min. 19sec.","4/14/2011 17:46","4/14/2011 17:55","Columbus Circle / Union Station (31623)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00558","Registered"
"0h 10min. 24sec.","6/19/2011 13:59","6/19/2011 14:10","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00319","Registered"
"0h 11min. 20sec.","4/22/2011 20:16","4/22/2011 20:27","Park Rd & Holmead Pl NW (31602)","Massachusetts Ave & Dupont Circle NW (31200)","W00244","Registered"
"0h 6min. 24sec.","6/22/2011 17:38","6/22/2011 17:44","14th & Rhode Island Ave NW (31203)","Convention Center / 7th & M St NW (31223)","W00363","Registered"
"0h 22min. 25sec.","6/12/2011 13:57","6/12/2011 14:19","15th & P St NW (31201)","Florida Ave & R St NW (31503)","W00083","Registered"
"0h 8min. 4sec.","6/17/2011 20:03","6/17/2011 20:11","14th & Harvard St NW (31105)","Lamont & Mt Pleasant NW (31107)","W00899","Registered"
"0h 4min. 22sec.","4/17/2011 10:20","4/17/2011 10:24","16th & U St NW (31229)","15th & P St NW (31201)","W01081","Registered"
"0h 13min. 29sec.","4/11/2011 17:01","4/11/2011 17:14","17th & K St NW [formerly 17th & L St NW] (31213)","Columbus Circle / Union Station (31623)","? (0x5F128A5C)","Registered"
"0h 27min. 1sec.","5/25/2011 22:47","5/25/2011 23:14","16th & U St NW (31229)","20th & E St NW (31204)","W00770","Registered"
"27h 15min. 40sec.","6/17/2011 18:40","6/18/2011 21:55","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W01073","Casual"
"0h 29min. 44sec.","5/15/2011 23:13","5/15/2011 23:43","19th St & Constitution Ave NW (31235)","5th St & K St NW (31600)","W00220","Casual"
"0h 6min. 6sec.","4/28/2011 12:39","4/28/2011 12:45","Eastern Market / 7th & North Carolina Ave SE (31610)","3rd & H St NE (31616)","W00266","Registered"
"0h 0min. 6sec.","6/3/2011 8:44","6/3/2011 8:44","17th & Corcoran St NW (31214)","17th & Corcoran St NW (31214)","W00810","Registered"
"0h 25min. 53sec.","5/26/2011 13:41","5/26/2011 14:07","8th & H St NW (31228)","Columbus Circle / Union Station (31623)","W00829","Casual"
"0h 15min. 5sec.","6/11/2011 13:55","6/11/2011 14:10","14th & R St NW (31202)","Metro Center / 12th & G St NW (31230)","W01018","Registered"
"0h 7min. 18sec.","5/22/2011 18:49","5/22/2011 18:56","S Glebe & Potomac Ave (31010)","23rd & Crystal Dr (31011)","W01028","Registered"
"0h 17min. 19sec.","6/1/2011 5:27","6/1/2011 5:44","14th & Rhode Island Ave NW (31203)","North Capitol St & F St NW (31624)","W00247","Registered"
"4h 33min. 55sec.","6/27/2011 16:25","6/27/2011 20:59","14th & Rhode Island Ave NW (31203)","25th St & Pennsylvania Ave NW (31237)","W00660","Registered"
"0h 5min. 35sec.","6/24/2011 20:13","6/24/2011 20:19","14th St & Spring Rd NW (31401)","Park Rd & Holmead Pl NW (31602)","W00851","Registered"
"0h 8min. 43sec.","4/7/2011 21:51","4/7/2011 22:00","10th St & Constitution Ave NW (31219)","L'Enfant Plaza / 7th & C St SW (31218)","W00968","Registered"
"0h 7min. 20sec.","5/10/2011 23:34","5/10/2011 23:41","36th & Calvert St NW / Glover Park (31304)","Calvert St & Woodley Pl NW (31106)","W00319","Registered"
"0h 17min. 33sec.","6/25/2011 13:39","6/25/2011 13:57","Columbus Circle / Union Station (31623)","USDA / 12th & Independence Ave SW (31217)","W01032","Casual"
"0h 4min. 47sec.","4/12/2011 18:06","4/12/2011 18:11","Park Rd & Holmead Pl NW (31602)","Lamont & Mt Pleasant NW (31107)","W00542","Registered"
"1h 9min. 57sec.","4/7/2011 7:04","4/7/2011 8:14","37th & O St NW / Georgetown University (31236)","37th & O St NW / Georgetown University (31236)","W00561","Casual"
"0h 11min. 7sec.","6/1/2011 14:34","6/1/2011 14:45","21st & I St NW (31205)","C & O Canal & Wisconsin Ave NW (31225)","W00112","Registered"
"0h 56min. 22sec.","5/29/2011 14:09","5/29/2011 15:05","S Glebe & Potomac Ave (31010)","S Glebe & Potomac Ave (31010)","W01018","Casual"
"0h 10min. 55sec.","6/30/2011 7:56","6/30/2011 8:07","14th & Rhode Island Ave NW (31203)","4th St & Massachusetts Ave NW (31604)","W00631","Registered"
"0h 26min. 48sec.","6/28/2011 8:23","6/28/2011 8:50","14th & Harvard St NW (31105)","20th & E St NW (31204)","W00082","Registered"
"0h 3min. 7sec.","6/9/2011 20:09","6/9/2011 20:12","Park Rd & Holmead Pl NW (31602)","Lamont & Mt Pleasant NW (31107)","W00544","Registered"
"0h 20min. 34sec.","4/14/2011 18:34","4/14/2011 18:55","10th St & Constitution Ave NW (31219)","Park Rd & Holmead Pl NW (31602)","W00229","Registered"
"0h 32min. 39sec.","5/13/2011 21:21","5/13/2011 21:54","Convention Center / 7th & M St NW (31223)","20th St & Florida Ave NW (31110)","W00131","Registered"
"0h 15min. 10sec.","4/6/2011 19:49","4/6/2011 20:04","10th & U St NW (31111)","17th & K St NW [formerly 17th & L St NW] (31213)","W00260","Registered"
"0h 11min. 6sec.","4/25/2011 10:47","4/25/2011 10:58","Massachusetts Ave & Dupont Circle NW (31200)","14th & G St NW (31238)","W00377","Registered"
"0h 11min. 13sec.","4/12/2011 8:26","4/12/2011 8:37","Calvert St & Woodley Pl NW (31106)","21st & M St NW (31212)","W00906","Registered"
"0h 21min. 13sec.","5/20/2011 11:58","5/20/2011 12:19","3rd & D St SE (31605)","19th St & Constitution Ave NW (31235)","W01088","Casual"
"0h 17min. 32sec.","4/11/2011 18:00","4/11/2011 18:18","25th St & Pennsylvania Ave NW (31237)","Kennedy Center (31211)","W00215","Registered"
"0h 5min. 21sec.","6/27/2011 17:35","6/27/2011 17:40","17th & Corcoran St NW (31214)","20th St & Florida Ave NW (31110)","W00568","Registered"
"0h 20min. 24sec.","5/18/2011 17:34","5/18/2011 17:55","USDA / 12th & Independence Ave SW (31217)","25th St & Pennsylvania Ave NW (31237)","W01054","Registered"
"0h 5min. 1sec.","6/12/2011 14:48","6/12/2011 14:53","14th & Rhode Island Ave NW (31203)","14th & V St NW (31101)","W00975","Registered"
